ProcessID,OrderID,DateKey,Department,ProcessStep,PlannedDuration_hrs,ActualDuration_hrs,DelayReason,Status,Priority,AssignedTo,StartDateTime,EndDateTime
PRC-1583,ORD-10769,20231108,Order Processing,Order Verification,2,1.8,,Completed,High,Team Delta,2023-11-08 08:00,2023-11-08 09:48
PRC-1584,ORD-10769,20231108,Warehouse,Pick & Pack,5,4.9,,Completed,High,Team Alpha,2023-11-08 10:18,2023-11-08 15:12
PRC-1585,ORD-10769,20231108,Quality Control,Inspection,2,1.6,,Completed,Medium,Team Hotel,2023-11-08 15:42,2023-11-08 17:18
PRC-1586,ORD-10769,20231108,Shipping,Dispatch,3,2.8,,Completed,High,Team Golf,2023-11-08 17:48,2023-11-08 20:36
PRC-1587,ORD-10375,20251104,Order Processing,Order Verification,2,2.1,,Completed,Critical,Team Alpha,2025-11-04 08:00,2025-11-04 10:06
PRC-1588,ORD-10375,20251104,Service Delivery,Engagement Setup,8,11.6,Weather Delay,Completed,High,Team Alpha,2025-11-04 10:36,2025-11-04 22:12
PRC-1589,ORD-10375,20251104,Service Delivery,Execution,16,16.4,,Completed,Critical,Team Echo,2025-11-04 22:42,2025-11-05 15:06
PRC-1590,ORD-11219,20240603,Order Processing,Order Verification,1,0.8,,Completed,Critical,Team Delta,2024-06-03 08:00,2024-06-03 08:48
PRC-1591,ORD-11219,20240603,Fulfillment,License Provisioning,2,1.9,,Completed,High,Team Foxtrot,2024-06-03 09:18,2024-06-03 11:12
PRC-1592,ORD-10295,20230406,Order Processing,Order Verification,1,0.8,,Completed,High,Team Hotel,2023-04-06 08:00,2023-04-06 08:48
PRC-1593,ORD-10295,20230406,Fulfillment,License Provisioning,2,2.0,,Completed,Medium,Team Foxtrot,2023-04-06 09:18,2023-04-06 11:18
PRC-1594,ORD-10917,20240531,Order Processing,Order Verification,2,2.5,Complex Requirements,Completed,Critical,Team Bravo,2024-05-31 08:00,2024-05-31 10:30
PRC-1595,ORD-10917,20240531,Warehouse,Pick & Pack,5,5.2,,Completed,High,Team Charlie,2024-05-31 11:00,2024-05-31 16:12
PRC-1596,ORD-10917,20240531,Quality Control,Inspection,2,1.7,,Completed,Medium,Team Echo,2024-05-31 16:42,2024-05-31 18:24
PRC-1597,ORD-10917,20240531,Shipping,Dispatch,3,3.5,System Downtime,Completed,High,Team Charlie,2024-05-31 18:54,2024-05-31 22:24
PRC-1598,ORD-10920,20241205,Order Processing,Order Verification,1,1.3,Complex Requirements,Completed,Critical,Team Bravo,2024-12-05 08:00,2024-12-05 09:18
PRC-1599,ORD-10920,20241205,Fulfillment,License Provisioning,2,3.6,Volume Processing,Completed,Low,Team Golf,2024-12-05 09:48,2024-12-05 13:24
PRC-1600,ORD-11309,20250128,Order Processing,Order Verification,1,0.8,,Completed,Medium,Team Golf,2025-01-28 08:00,2025-01-28 08:48
PRC-1601,ORD-11309,20250128,Fulfillment,License Provisioning,2,1.7,,Completed,Medium,Team Bravo,2025-01-28 09:18,2025-01-28 11:00
PRC-1602,ORD-10314,20230719,Order Processing,Order Verification,2,2.9,Inventory Mismatch,Completed,High,Team Alpha,2023-07-19 08:00,2023-07-19 10:54
PRC-1603,ORD-10314,20230719,Warehouse,Pick & Pack,5,8.6,Weather Delay,Completed,High,Team Hotel,2023-07-19 11:24,2023-07-19 20:00
PRC-1604,ORD-10314,20230719,Quality Control,Inspection,2,3.2,System Downtime,Completed,Medium,Team Golf,2023-07-19 20:30,2023-07-19 23:42
PRC-1605,ORD-10314,20230719,Shipping,Dispatch,3,4.4,Inventory Mismatch,Completed,Critical,Team Delta,2023-07-20 00:12,2023-07-20 04:36
PRC-1606,ORD-10212,20240228,Order Processing,Order Verification,2,2.0,,Completed,Medium,Team Alpha,2024-02-28 08:00,2024-02-28 10:00
PRC-1607,ORD-10212,20240228,Warehouse,Pick & Pack,5,4.2,,Completed,High,Team Charlie,2024-02-28 10:30,2024-02-28 14:42
PRC-1608,ORD-10212,20240228,Quality Control,Inspection,2,3.0,Weather Delay,Completed,Critical,Team Charlie,2024-02-28 15:12,2024-02-28 18:12
PRC-1609,ORD-10212,20240228,Shipping,Dispatch,3,4.5,Carrier Delay,Completed,Critical,Team Charlie,2024-02-28 18:42,2024-02-28 23:12
PRC-1610,ORD-10468,20230608,Order Processing,Order Verification,2,3.6,Staff Shortage,Completed,Medium,Team Golf,2023-06-08 08:00,2023-06-08 11:36
PRC-1611,ORD-10468,20230608,Service Delivery,Engagement Setup,8,6.7,,Completed,High,Team Charlie,2023-06-08 12:06,2023-06-08 18:48
PRC-1612,ORD-10468,20230608,Service Delivery,Execution,16,30.7,Integration Issues,Completed,High,Team Hotel,2023-06-08 19:18,2023-06-10 02:00
PRC-1613,ORD-10318,20251226,Order Processing,Order Verification,2,1.9,,Completed,High,Team Golf,2025-12-26 08:00,2025-12-26 09:54
PRC-1614,ORD-10318,20251226,Warehouse,Pick & Pack,5,6.0,Approval Pending,Completed,Medium,Team Foxtrot,2025-12-26 10:24,2025-12-26 16:24
PRC-1615,ORD-10318,20251226,Quality Control,Inspection,2,3.2,Quality Issue Found,Completed,High,Team Foxtrot,2025-12-26 16:54,2025-12-26 20:06
PRC-1616,ORD-10318,20251226,Shipping,Dispatch,3,2.7,,Completed,Critical,Team Charlie,2025-12-26 20:36,2025-12-26 23:18
PRC-1617,ORD-11316,20240711,Order Processing,Order Verification,1,0.8,,Completed,High,Team Alpha,2024-07-11 08:00,2024-07-11 08:48
PRC-1618,ORD-11316,20240711,Fulfillment,License Provisioning,2,2.0,,Completed,High,Team Delta,2024-07-11 09:18,2024-07-11 11:18
PRC-1619,ORD-10305,20250714,Order Processing,Order Verification,2,2.0,,Completed,High,Team Delta,2025-07-14 08:00,2025-07-14 10:00
PRC-1620,ORD-10305,20250714,Service Delivery,Engagement Setup,8,15.8,Volume Processing,Completed,Critical,Team Hotel,2025-07-14 10:30,2025-07-15 02:18
PRC-1621,ORD-10305,20250714,Service Delivery,Execution,16,16.0,,Completed,High,Team Echo,2025-07-15 02:48,2025-07-15 18:48
PRC-1622,ORD-11393,20251027,Order Processing,Order Verification,1,1.0,,Completed,Critical,Team Charlie,2025-10-27 08:00,2025-10-27 09:00
PRC-1623,ORD-11393,20251027,Fulfillment,License Provisioning,2,3.6,System Downtime,Completed,Low,Team Charlie,2025-10-27 09:30,2025-10-27 13:06
PRC-1624,ORD-10704,20231004,Order Processing,Order Verification,1,1.0,,Completed,High,Team Delta,2023-10-04 08:00,2023-10-04 09:00
PRC-1625,ORD-10704,20231004,Fulfillment,License Provisioning,2,3.9,Staff Shortage,Completed,High,Team Echo,2023-10-04 09:30,2023-10-04 13:24
PRC-1626,ORD-10516,20251215,Order Processing,Order Verification,2,4.0,Vendor Delay,Completed,Medium,Team Charlie,2025-12-15 08:00,2025-12-15 12:00
PRC-1627,ORD-10516,20251215,Warehouse,Pick & Pack,5,5.1,,Completed,High,Team Bravo,2025-12-15 12:30,2025-12-15 17:36
PRC-1628,ORD-10516,20251215,Quality Control,Inspection,2,2.1,,Completed,High,Team Delta,2025-12-15 18:06,2025-12-15 20:12
PRC-1629,ORD-10516,20251215,Shipping,Dispatch,3,2.9,,Completed,High,Team Alpha,2025-12-15 20:42,2025-12-15 23:36
PRC-1630,ORD-10203,20231214,Order Processing,Order Verification,2,3.3,Staff Shortage,Completed,High,Team Charlie,2023-12-14 08:00,2023-12-14 11:18
PRC-1631,ORD-10203,20231214,Warehouse,Pick & Pack,5,6.1,Quality Issue Found,Completed,High,Team Foxtrot,2023-12-14 11:48,2023-12-14 17:54
PRC-1632,ORD-10203,20231214,Quality Control,Inspection,2,1.7,,Completed,Critical,Team Delta,2023-12-14 18:24,2023-12-14 20:06
PRC-1633,ORD-10203,20231214,Shipping,Dispatch,3,2.5,,Completed,Critical,Team Charlie,2023-12-14 20:36,2023-12-14 23:06
PRC-1634,ORD-10291,20250411,Order Processing,Order Verification,2,1.8,,Completed,Critical,Team Golf,2025-04-11 08:00,2025-04-11 09:48
PRC-1635,ORD-10291,20250411,Service Delivery,Engagement Setup,8,10.2,Vendor Delay,Completed,Critical,Team Alpha,2025-04-11 10:18,2025-04-11 20:30
PRC-1636,ORD-10291,20250411,Service Delivery,Execution,16,29.0,Inventory Mismatch,Completed,Critical,Team Hotel,2025-04-11 21:00,2025-04-13 02:00
PRC-1637,ORD-11004,20230822,Order Processing,Order Verification,2,1.8,,Completed,Critical,Team Bravo,2023-08-22 08:00,2023-08-22 09:48
PRC-1638,ORD-11004,20230822,Warehouse,Pick & Pack,5,4.3,,Completed,High,Team Alpha,2023-08-22 10:18,2023-08-22 14:36
PRC-1639,ORD-11004,20230822,Quality Control,Inspection,2,2.1,,Completed,Medium,Team Bravo,2023-08-22 15:06,2023-08-22 17:12
PRC-1640,ORD-11004,20230822,Shipping,Dispatch,3,2.7,,Completed,High,Team Charlie,2023-08-22 17:42,2023-08-22 20:24
PRC-1641,ORD-11103,20251014,Order Processing,Order Verification,2,2.1,,Completed,Medium,Team Alpha,2025-10-14 08:00,2025-10-14 10:06
PRC-1642,ORD-11103,20251014,Warehouse,Pick & Pack,5,9.3,Quality Issue Found,Completed,High,Team Echo,2025-10-14 10:36,2025-10-14 19:54
PRC-1643,ORD-11103,20251014,Quality Control,Inspection,2,2.9,System Downtime,Completed,Medium,Team Bravo,2025-10-14 20:24,2025-10-14 23:18
PRC-1644,ORD-11103,20251014,Shipping,Dispatch,3,2.6,,Completed,Medium,Team Hotel,2025-10-14 23:48,2025-10-15 02:24
PRC-1645,ORD-10391,20240918,Order Processing,Order Verification,1,1.2,Approval Pending,Completed,High,Team Foxtrot,2024-09-18 08:00,2024-09-18 09:12
PRC-1646,ORD-10391,20240918,Fulfillment,License Provisioning,2,1.8,,Completed,Critical,Team Golf,2024-09-18 09:42,2024-09-18 11:30
PRC-1647,ORD-10869,20250225,Order Processing,Order Verification,1,1.0,,Completed,Critical,Team Golf,2025-02-25 08:00,2025-02-25 09:00
PRC-1648,ORD-10869,20250225,Fulfillment,License Provisioning,2,2.9,System Downtime,Completed,Medium,Team Golf,2025-02-25 09:30,2025-02-25 12:24
PRC-1649,ORD-10308,20241202,Order Processing,Order Verification,2,1.6,,Completed,High,Team Echo,2024-12-02 08:00,2024-12-02 09:36
PRC-1650,ORD-10308,20241202,Warehouse,Pick & Pack,5,5.7,Approval Pending,Completed,High,Team Delta,2024-12-02 10:06,2024-12-02 15:48
PRC-1651,ORD-10308,20241202,Quality Control,Inspection,2,1.9,,Completed,Medium,Team Delta,2024-12-02 16:18,2024-12-02 18:12
PRC-1652,ORD-10308,20241202,Shipping,Dispatch,3,2.7,,Completed,High,Team Golf,2024-12-02 18:42,2024-12-02 21:24
PRC-1653,ORD-10471,20240530,Order Processing,Order Verification,2,2.5,System Downtime,Completed,High,Team Golf,2024-05-30 08:00,2024-05-30 10:30
PRC-1654,ORD-10471,20240530,Warehouse,Pick & Pack,5,4.1,,Completed,High,Team Charlie,2024-05-30 11:00,2024-05-30 15:06
PRC-1655,ORD-10471,20240530,Quality Control,Inspection,2,3.6,Vendor Delay,Completed,Medium,Team Foxtrot,2024-05-30 15:36,2024-05-30 19:12
PRC-1656,ORD-10471,20240530,Shipping,Dispatch,3,2.8,,Completed,High,Team Charlie,2024-05-30 19:42,2024-05-30 22:30
PRC-1657,ORD-11270,20241202,Order Processing,Order Verification,2,3.1,Integration Issues,Completed,High,Team Alpha,2024-12-02 08:00,2024-12-02 11:06
PRC-1658,ORD-11270,20241202,Warehouse,Pick & Pack,5,4.6,,Completed,Critical,Team Bravo,2024-12-02 11:36,2024-12-02 16:12
PRC-1659,ORD-11270,20241202,Quality Control,Inspection,2,2.1,,Completed,Medium,Team Delta,2024-12-02 16:42,2024-12-02 18:48
PRC-1660,ORD-11270,20241202,Shipping,Dispatch,3,3.1,,Completed,High,Team Golf,2024-12-02 19:18,2024-12-02 22:24
PRC-1661,ORD-10629,20240220,Order Processing,Order Verification,1,1.3,Complex Requirements,Completed,Critical,Team Charlie,2024-02-20 08:00,2024-02-20 09:18
PRC-1662,ORD-10629,20240220,Fulfillment,License Provisioning,2,2.1,,Completed,High,Team Hotel,2024-02-20 09:48,2024-02-20 11:54
PRC-1663,ORD-10900,20230726,Order Processing,Order Verification,2,1.7,,Completed,High,Team Alpha,2023-07-26 08:00,2023-07-26 09:42
PRC-1664,ORD-10900,20230726,Warehouse,Pick & Pack,5,4.3,,Completed,Medium,Team Delta,2023-07-26 10:12,2023-07-26 14:30
PRC-1665,ORD-10900,20230726,Quality Control,Inspection,2,1.6,,Completed,High,Team Bravo,2023-07-26 15:00,2023-07-26 16:36
PRC-1666,ORD-10900,20230726,Shipping,Dispatch,3,5.6,Vendor Delay,Completed,High,Team Golf,2023-07-26 17:06,2023-07-26 22:42
PRC-1667,ORD-11226,20230830,Order Processing,Order Verification,2,4.0,Equipment Malfunction,Completed,High,Team Hotel,2023-08-30 08:00,2023-08-30 12:00
PRC-1668,ORD-11226,20230830,Service Delivery,Engagement Setup,8,7.2,,Completed,High,Team Echo,2023-08-30 12:30,2023-08-30 19:42
PRC-1669,ORD-11226,20230830,Service Delivery,Execution,16,16.0,,Completed,High,Team Echo,2023-08-30 20:12,2023-08-31 12:12
PRC-1670,ORD-11115,20250617,Order Processing,Order Verification,1,1.0,,Completed,Critical,Team Foxtrot,2025-06-17 08:00,2025-06-17 09:00
PRC-1671,ORD-11115,20250617,Fulfillment,License Provisioning,2,1.8,,Completed,Medium,Team Foxtrot,2025-06-17 09:30,2025-06-17 11:18
PRC-1672,ORD-11212,20251107,Order Processing,Order Verification,2,2.1,,Completed,High,Team Golf,2025-11-07 08:00,2025-11-07 10:06
PRC-1673,ORD-11212,20251107,Service Delivery,Engagement Setup,8,7.6,,Completed,High,Team Bravo,2025-11-07 10:36,2025-11-07 18:12
PRC-1674,ORD-11212,20251107,Service Delivery,Execution,16,16.4,,Completed,Medium,Team Charlie,2025-11-07 18:42,2025-11-08 11:06
PRC-1675,ORD-11171,20240131,Order Processing,Order Verification,2,2.9,Integration Issues,Completed,High,Team Alpha,2024-01-31 08:00,2024-01-31 10:54
PRC-1676,ORD-11171,20240131,Warehouse,Pick & Pack,5,5.2,,Completed,Critical,Team Echo,2024-01-31 11:24,2024-01-31 16:36
PRC-1677,ORD-11171,20240131,Quality Control,Inspection,2,2.0,,Completed,Medium,Team Golf,2024-01-31 17:06,2024-01-31 19:06
PRC-1678,ORD-11171,20240131,Shipping,Dispatch,3,2.6,,Completed,Critical,Team Golf,2024-01-31 19:36,2024-01-31 22:12
PRC-1679,ORD-11300,20250203,Order Processing,Order Verification,1,1.0,,Completed,Medium,Team Delta,2025-02-03 08:00,2025-02-03 09:00
PRC-1680,ORD-11300,20250203,Fulfillment,License Provisioning,2,3.8,Equipment Malfunction,Completed,Medium,Team Foxtrot,2025-02-03 09:30,2025-02-03 13:18
PRC-1681,ORD-10699,20230213,Order Processing,Order Verification,1,0.9,,Completed,Medium,Team Charlie,2023-02-13 08:00,2023-02-13 08:54
PRC-1682,ORD-10699,20230213,Fulfillment,License Provisioning,2,2.1,,Completed,High,Team Echo,2023-02-13 09:24,2023-02-13 11:30
PRC-1683,ORD-10359,20250214,Order Processing,Order Verification,1,0.9,,Completed,Medium,Team Charlie,2025-02-14 08:00,2025-02-14 08:54
PRC-1684,ORD-10359,20250214,Fulfillment,License Provisioning,2,2.0,,Completed,High,Team Foxtrot,2025-02-14 09:24,2025-02-14 11:24
PRC-1685,ORD-10890,20231117,Order Processing,Order Verification,1,0.9,,Completed,Critical,Team Hotel,2023-11-17 08:00,2023-11-17 08:54
PRC-1686,ORD-10890,20231117,Fulfillment,License Provisioning,2,1.7,,Completed,High,Team Delta,2023-11-17 09:24,2023-11-17 11:06
PRC-1687,ORD-10413,20241112,Order Processing,Order Verification,1,1.9,Staff Shortage,Completed,Low,Team Bravo,2024-11-12 08:00,2024-11-12 09:54
PRC-1688,ORD-10413,20241112,Fulfillment,License Provisioning,2,1.9,,Completed,High,Team Charlie,2024-11-12 10:24,2024-11-12 12:18
PRC-1689,ORD-10527,20250910,Order Processing,Order Verification,2,2.4,Complex Requirements,Completed,High,Team Hotel,2025-09-10 08:00,2025-09-10 10:24
PRC-1690,ORD-10527,20250910,Warehouse,Pick & Pack,5,9.7,Equipment Malfunction,Completed,High,Team Delta,2025-09-10 10:54,2025-09-10 20:36
PRC-1691,ORD-10527,20250910,Quality Control,Inspection,2,2.1,,Completed,High,Team Charlie,2025-09-10 21:06,2025-09-10 23:12
PRC-1692,ORD-10527,20250910,Shipping,Dispatch,3,3.1,,Completed,High,Team Echo,2025-09-10 23:42,2025-09-11 02:48
PRC-1693,ORD-10980,20240117,Order Processing,Order Verification,2,3.4,Vendor Delay,Completed,High,Team Bravo,2024-01-17 08:00,2024-01-17 11:24
PRC-1694,ORD-10980,20240117,Service Delivery,Engagement Setup,8,7.7,,Completed,Medium,Team Alpha,2024-01-17 11:54,2024-01-17 19:36
PRC-1695,ORD-10980,20240117,Service Delivery,Execution,16,14.4,,Completed,High,Team Charlie,2024-01-17 20:06,2024-01-18 10:30
PRC-1696,ORD-10091,20250610,Order Processing,Order Verification,2,3.0,Weather Delay,Completed,Medium,Team Golf,2025-06-10 08:00,2025-06-10 11:00
PRC-1697,ORD-10091,20250610,Warehouse,Pick & Pack,5,4.4,,Completed,Medium,Team Hotel,2025-06-10 11:30,2025-06-10 15:54
PRC-1698,ORD-10091,20250610,Quality Control,Inspection,2,2.7,Staff Shortage,Completed,High,Team Alpha,2025-06-10 16:24,2025-06-10 19:06
PRC-1699,ORD-10091,20250610,Shipping,Dispatch,3,2.9,,Completed,High,Team Charlie,2025-06-10 19:36,2025-06-10 22:30
PRC-1700,ORD-11132,20230302,Order Processing,Order Verification,1,1.0,,Completed,Medium,Team Foxtrot,2023-03-02 08:00,2023-03-02 09:00
PRC-1701,ORD-11132,20230302,Fulfillment,License Provisioning,2,3.1,Staff Shortage,Completed,Low,Team Charlie,2023-03-02 09:30,2023-03-02 12:36
PRC-1702,ORD-11385,20230606,Order Processing,Order Verification,2,1.9,,Completed,High,Team Bravo,2023-06-06 08:00,2023-06-06 09:54
PRC-1703,ORD-11385,20230606,Warehouse,Pick & Pack,5,6.9,Vendor Delay,Completed,Critical,Team Delta,2023-06-06 10:24,2023-06-06 17:18
PRC-1704,ORD-11385,20230606,Quality Control,Inspection,2,2.2,Equipment Malfunction,Completed,Medium,Team Bravo,2023-06-06 17:48,2023-06-06 20:00
PRC-1705,ORD-11385,20230606,Shipping,Dispatch,3,2.6,,Completed,High,Team Bravo,2023-06-06 20:30,2023-06-06 23:06
PRC-1706,ORD-10268,20230424,Order Processing,Order Verification,2,1.7,,Completed,Low,Team Bravo,2023-04-24 08:00,2023-04-24 09:42
PRC-1707,ORD-10268,20230424,Service Delivery,Engagement Setup,8,13.3,Complex Requirements,Completed,High,Team Golf,2023-04-24 10:12,2023-04-24 23:30
PRC-1708,ORD-10268,20230424,Service Delivery,Execution,16,28.0,Volume Processing,Completed,High,Team Hotel,2023-04-25 00:00,2023-04-26 04:00
PRC-1709,ORD-10147,20250729,Order Processing,Order Verification,2,1.8,,Completed,High,Team Foxtrot,2025-07-29 08:00,2025-07-29 09:48
PRC-1710,ORD-10147,20250729,Service Delivery,Engagement Setup,8,8.1,,Completed,High,Team Delta,2025-07-29 10:18,2025-07-29 18:24
PRC-1711,ORD-10147,20250729,Service Delivery,Execution,16,19.8,Quality Issue Found,Completed,High,Team Hotel,2025-07-29 18:54,2025-07-30 14:42
PRC-1712,ORD-11168,20230705,Order Processing,Order Verification,2,3.3,Integration Issues,Completed,High,Team Charlie,2023-07-05 08:00,2023-07-05 11:18
PRC-1713,ORD-11168,20230705,Warehouse,Pick & Pack,5,7.1,Weather Delay,Completed,High,Team Delta,2023-07-05 11:48,2023-07-05 18:54
PRC-1714,ORD-11168,20230705,Quality Control,Inspection,2,1.7,,Completed,Medium,Team Golf,2023-07-05 19:24,2023-07-05 21:06
PRC-1715,ORD-11168,20230705,Shipping,Dispatch,3,4.2,Staff Shortage,Completed,High,Team Bravo,2023-07-05 21:36,2023-07-06 01:48
PRC-1716,ORD-11424,20230822,Order Processing,Order Verification,2,1.9,,Completed,High,Team Charlie,2023-08-22 08:00,2023-08-22 09:54
PRC-1717,ORD-11424,20230822,Warehouse,Pick & Pack,5,4.6,,Completed,Critical,Team Charlie,2023-08-22 10:24,2023-08-22 15:00
PRC-1718,ORD-11424,20230822,Quality Control,Inspection,2,1.7,,Completed,Low,Team Alpha,2023-08-22 15:30,2023-08-22 17:12
PRC-1719,ORD-11424,20230822,Shipping,Dispatch,3,2.5,,Completed,Medium,Team Delta,2023-08-22 17:42,2023-08-22 20:12
PRC-1720,ORD-10793,20240814,Order Processing,Order Verification,2,1.9,,Completed,High,Team Charlie,2024-08-14 08:00,2024-08-14 09:54
PRC-1721,ORD-10793,20240814,Service Delivery,Engagement Setup,8,8.3,,Completed,High,Team Golf,2024-08-14 10:24,2024-08-14 18:42
PRC-1722,ORD-10793,20240814,Service Delivery,Execution,16,15.8,,Completed,High,Team Echo,2024-08-14 19:12,2024-08-15 11:00
PRC-1723,ORD-10875,20240307,Order Processing,Order Verification,2,1.8,,Completed,High,Team Echo,2024-03-07 08:00,2024-03-07 09:48
PRC-1724,ORD-10875,20240307,Service Delivery,Engagement Setup,8,10.3,Inventory Mismatch,Completed,Critical,Team Charlie,2024-03-07 10:18,2024-03-07 20:36
PRC-1725,ORD-10875,20240307,Service Delivery,Execution,16,19.9,Quality Issue Found,Completed,High,Team Bravo,2024-03-07 21:06,2024-03-08 17:00
PRC-1726,ORD-10081,20250521,Order Processing,Order Verification,2,1.7,,Completed,Critical,Team Foxtrot,2025-05-21 08:00,2025-05-21 09:42
PRC-1727,ORD-10081,20250521,Warehouse,Pick & Pack,5,4.8,,Completed,High,Team Charlie,2025-05-21 10:12,2025-05-21 15:00
PRC-1728,ORD-10081,20250521,Quality Control,Inspection,2,1.9,,Completed,High,Team Charlie,2025-05-21 15:30,2025-05-21 17:24
PRC-1729,ORD-10081,20250521,Shipping,Dispatch,3,5.9,Approval Pending,Completed,Medium,Team Charlie,2025-05-21 17:54,2025-05-21 23:48
PRC-1730,ORD-10539,20241119,Order Processing,Order Verification,1,1.0,,Completed,Critical,Team Delta,2024-11-19 08:00,2024-11-19 09:00
PRC-1731,ORD-10539,20241119,Fulfillment,License Provisioning,2,1.6,,Completed,High,Team Hotel,2024-11-19 09:30,2024-11-19 11:06
PRC-1732,ORD-11209,20231017,Order Processing,Order Verification,2,1.7,,Completed,Critical,Team Bravo,2023-10-17 08:00,2023-10-17 09:42
PRC-1733,ORD-11209,20231017,Warehouse,Pick & Pack,5,4.3,,Completed,High,Team Hotel,2023-10-17 10:12,2023-10-17 14:30
PRC-1734,ORD-11209,20231017,Quality Control,Inspection,2,3.7,Staff Shortage,Completed,High,Team Foxtrot,2023-10-17 15:00,2023-10-17 18:42
PRC-1735,ORD-11209,20231017,Shipping,Dispatch,3,4.8,Equipment Malfunction,Completed,High,Team Foxtrot,2023-10-17 19:12,2023-10-18 00:00
PRC-1736,ORD-10176,20240725,Order Processing,Order Verification,2,3.8,Carrier Delay,Completed,Medium,Team Golf,2024-07-25 08:00,2024-07-25 11:48
PRC-1737,ORD-10176,20240725,Warehouse,Pick & Pack,5,8.5,Integration Issues,Completed,High,Team Golf,2024-07-25 12:18,2024-07-25 20:48
PRC-1738,ORD-10176,20240725,Quality Control,Inspection,2,3.7,Weather Delay,Completed,High,Team Golf,2024-07-25 21:18,2024-07-26 01:00
PRC-1739,ORD-10176,20240725,Shipping,Dispatch,3,5.3,Documentation Missing,Completed,High,Team Foxtrot,2024-07-26 01:30,2024-07-26 06:48
PRC-1740,ORD-10017,20250609,Order Processing,Order Verification,2,3.2,Documentation Missing,Completed,Medium,Team Bravo,2025-06-09 08:00,2025-06-09 11:12
PRC-1741,ORD-10017,20250609,Warehouse,Pick & Pack,5,4.5,,Completed,High,Team Bravo,2025-06-09 11:42,2025-06-09 16:12
PRC-1742,ORD-10017,20250609,Quality Control,Inspection,2,3.6,Vendor Delay,Completed,High,Team Golf,2025-06-09 16:42,2025-06-09 20:18
PRC-1743,ORD-10017,20250609,Shipping,Dispatch,3,4.8,Vendor Delay,Completed,Medium,Team Golf,2025-06-09 20:48,2025-06-10 01:36
PRC-1744,ORD-11261,20250925,Order Processing,Order Verification,2,1.7,,Completed,High,Team Hotel,2025-09-25 08:00,2025-09-25 09:42
PRC-1745,ORD-11261,20250925,Warehouse,Pick & Pack,5,4.2,,Completed,High,Team Alpha,2025-09-25 10:12,2025-09-25 14:24
PRC-1746,ORD-11261,20250925,Quality Control,Inspection,2,1.6,,Completed,Medium,Team Charlie,2025-09-25 14:54,2025-09-25 16:30
PRC-1747,ORD-11261,20250925,Shipping,Dispatch,3,2.5,,Completed,Critical,Team Hotel,2025-09-25 17:00,2025-09-25 19:30
PRC-1748,ORD-11112,20250203,Order Processing,Order Verification,1,1.8,Carrier Delay,Completed,Medium,Team Bravo,2025-02-03 08:00,2025-02-03 09:48
PRC-1749,ORD-11112,20250203,Fulfillment,License Provisioning,2,1.9,,Completed,High,Team Golf,2025-02-03 10:18,2025-02-03 12:12
PRC-1750,ORD-10388,20230706,Order Processing,Order Verification,1,1.0,,Completed,High,Team Hotel,2023-07-06 08:00,2023-07-06 09:00
PRC-1751,ORD-10388,20230706,Fulfillment,License Provisioning,2,1.9,,Completed,High,Team Delta,2023-07-06 09:30,2023-07-06 11:24
PRC-1752,ORD-10335,20240704,Order Processing,Order Verification,2,3.0,Weather Delay,Completed,Medium,Team Charlie,2024-07-04 08:00,2024-07-04 11:00
PRC-1753,ORD-10335,20240704,Warehouse,Pick & Pack,5,8.4,Vendor Delay,Completed,High,Team Hotel,2024-07-04 11:30,2024-07-04 19:54
PRC-1754,ORD-10335,20240704,Quality Control,Inspection,2,1.9,,Completed,Critical,Team Hotel,2024-07-04 20:24,2024-07-04 22:18
PRC-1755,ORD-10335,20240704,Shipping,Dispatch,3,2.7,,Completed,Medium,Team Delta,2024-07-04 22:48,2024-07-05 01:30
PRC-1756,ORD-10440,20231212,Order Processing,Order Verification,1,1.0,,Completed,Critical,Team Echo,2023-12-12 08:00,2023-12-12 09:00
PRC-1757,ORD-10440,20231212,Fulfillment,License Provisioning,2,3.3,Vendor Delay,Completed,High,Team Foxtrot,2023-12-12 09:30,2023-12-12 12:48
PRC-1758,ORD-11191,20250317,Order Processing,Order Verification,2,2.3,Integration Issues,Completed,High,Team Foxtrot,2025-03-17 08:00,2025-03-17 10:18
PRC-1759,ORD-11191,20250317,Warehouse,Pick & Pack,5,6.1,Staff Shortage,Completed,Medium,Team Bravo,2025-03-17 10:48,2025-03-17 16:54
PRC-1760,ORD-11191,20250317,Quality Control,Inspection,2,1.6,,Completed,High,Team Golf,2025-03-17 17:24,2025-03-17 19:00
PRC-1761,ORD-11191,20250317,Shipping,Dispatch,3,4.1,Vendor Delay,Completed,High,Team Echo,2025-03-17 19:30,2025-03-17 23:36
PRC-1762,ORD-11352,20240903,Order Processing,Order Verification,1,1.0,,Completed,Low,Team Golf,2024-09-03 08:00,2024-09-03 09:00
PRC-1763,ORD-11352,20240903,Fulfillment,License Provisioning,2,1.8,,Completed,High,Team Golf,2024-09-03 09:30,2024-09-03 11:18
PRC-1764,ORD-10641,20231222,Order Processing,Order Verification,2,1.7,,Completed,High,Team Hotel,2023-12-22 08:00,2023-12-22 09:42
PRC-1765,ORD-10641,20231222,Service Delivery,Engagement Setup,8,8.2,,Completed,Medium,Team Delta,2023-12-22 10:12,2023-12-22 18:24
