OrderID,DateKey,CustomerID,ProductID,RegionID,Quantity,UnitPrice,Discount,TotalAmount,COGS,Profit,PaymentMethod,OrderStatus,SalesChannel
ORD-10548,20240115,C024,P008,R002,1,2200,0.12,1936.0,800,1136.0,Credit Card,Completed,Partner
ORD-10991,20240115,C034,P011,R002,60,149,0,8940,1800,7140,Check,Completed,Online
ORD-11064,20240115,C038,P016,R004,7,2000,0,14000,5600,8400,Purchase Order,Completed,Online
ORD-10172,20240116,C042,P007,R004,20,450,0,9000,4400,4600,ACH,Completed,Online
ORD-10409,20240116,C006,P021,R003,19,349,0,6631,1520,5111,Credit Card,Completed,Direct Sales
ORD-10593,20240116,C014,P008,R001,4,2200,0,8800,3200,5600,ACH,Completed,Partner
ORD-10667,20240116,C024,P029,R002,4,1500,0,6000,2000,4000,Check,Completed,Direct Sales
ORD-10808,20240116,C012,P015,R001,13,199,0,2587,780,1807,Credit Card,Completed,Direct Sales
ORD-10812,20240117,C010,P023,R002,12,699,0,8388,2400,5988,ACH,Completed,Partner
ORD-10980,20240117,C019,P024,R004,4,6200,0,24800,11200,13600,Credit Card,Completed,Direct Sales
ORD-11234,20240117,C060,P016,R004,8,2000,0,16000,6400,9600,ACH,Completed,Direct Sales
ORD-10149,20240118,C052,P003,R001,7,1150,0,8050,4760,3290,Purchase Order,Completed,Partner
ORD-10613,20240118,C039,P021,R003,14,349,0,4886,1120,3766,Purchase Order,Completed,Marketplace
ORD-10348,20240122,C047,P029,R003,2,1500,0.15,2550.0,1000,1550.0,Wire Transfer,Completed,Online
ORD-10423,20240122,C058,P012,R001,1,1200,0,1200,400,800,Check,Completed,Partner
ORD-10592,20240122,C012,P024,R001,2,6200,0,12400,5600,6800,Credit Card,Completed,Direct Sales
ORD-10202,20240124,C060,P018,R004,5,1800,0,9000,3000,6000,Wire Transfer,Completed,Online
ORD-10620,20240125,C036,P015,R002,22,199,0.12,3852.64,1320,2532.64,ACH,Completed,Online
ORD-11151,20240126,C025,P001,R001,2,6800,0.08,12512.0,8400,4112.0,Credit Card,Completed,Direct Sales
ORD-11288,20240126,C010,P028,R002,9,850,0,7650,3600,4050,Wire Transfer,Completed,Marketplace
ORD-10326,20240129,C006,P021,R003,13,349,0,4537,1040,3497,Wire Transfer,Completed,Marketplace
ORD-11176,20240129,C057,P021,R001,19,349,0,6631,1520,5111,Wire Transfer,Completed,Partner
ORD-11271,20240129,C045,P024,R002,1,6200,0.05,5890.0,2800,3090.0,Credit Card,Completed,Marketplace
ORD-11336,20240129,C045,P005,R002,5,3200,0,16000,9000,7000,ACH,Completed,Marketplace
ORD-10169,20240130,C009,P021,R002,11,349,0.05,3647.05,880,2767.05,ACH,Completed,Online
ORD-10572,20240131,C044,P013,R002,2,7500,0.1,13500.0,6400,7100.0,ACH,Completed,Online
ORD-10582,20240131,C050,P013,R003,3,7500,0.1,20250.0,9600,10650.0,Purchase Order,Completed,Direct Sales
ORD-11171,20240131,C013,P001,R001,2,6800,0,13600,8400,5200,Wire Transfer,Completed,Online
ORD-11485,20240131,C034,P020,R002,4,5800,0.05,22040.0,14000,8040.0,Purchase Order,Completed,Direct Sales
ORD-10807,20240201,C050,P002,R003,14,299,0,4186,700,3486,Check,Returned,Direct Sales
ORD-10962,20240202,C057,P026,R001,6,599,0,3594,900,2694,Purchase Order,Completed,Partner
ORD-10923,20240205,C049,P023,R001,20,699,0.05,13281.0,4000,9281.0,Check,Completed,Partner
ORD-10184,20240206,C053,P020,R004,1,5800,0,5800,3500,2300,Wire Transfer,Completed,Partner
ORD-10783,20240206,C030,P017,R002,2,2400,0.1,4320.0,2400,1920.0,ACH,Completed,Online
ORD-11051,20240206,C058,P017,R001,3,2400,0.1,6480.0,3600,2880.0,Purchase Order,Completed,Direct Sales
ORD-10554,20240207,C014,P005,R001,3,3200,0,9600,5400,4200,Check,Completed,Partner
ORD-10990,20240207,C048,P012,R002,7,1200,0.05,7980.0,2800,5180.0,Check,Completed,Partner
ORD-10128,20240208,C050,P013,R003,4,7500,0,30000,12800,17200,Credit Card,Completed,Direct Sales
ORD-10631,20240208,C018,P005,R002,8,3200,0.12,22528.0,14400,8128.0,Wire Transfer,Completed,Direct Sales
ORD-10010,20240209,C007,P027,R002,4,4500,0,18000,8000,10000,Credit Card,Completed,Direct Sales
ORD-10116,20240209,C025,P014,R001,6,1650,0.12,8712.0,5700,3012.0,ACH,Completed,Online
ORD-10438,20240209,C020,P022,R001,2,2800,0,5600,3000,2600,Wire Transfer,Completed,Direct Sales
ORD-10618,20240212,C029,P021,R004,6,349,0,2094,480,1614,ACH,Completed,Direct Sales
ORD-10831,20240212,C027,P023,R002,17,699,0.1,10694.7,3400,7294.7,Credit Card,Completed,Online
ORD-11136,20240212,C012,P008,R001,5,2200,0.1,9900.0,4000,5900.0,Credit Card,Completed,Online
ORD-10628,20240213,C042,P024,R004,3,6200,0,18600,8400,10200,Credit Card,Completed,Direct Sales
ORD-10206,20240214,C042,P002,R004,4,299,0.1,1076.4,200,876.4,ACH,Completed,Partner
ORD-10711,20240214,C030,P006,R002,4,5500,0.05,20900.0,9600,11300.0,ACH,Shipped,Online
ORD-11082,20240214,C010,P006,R002,3,5500,0,16500,7200,9300,Credit Card,Completed,Online
ORD-10134,20240215,C059,P027,R004,8,4500,0.1,32400.0,16000,16400.0,Credit Card,Completed,Online
ORD-10504,20240215,C044,P009,R002,3,3800,0,11400,4500,6900,Check,Completed,Online
ORD-10032,20240216,C029,P029,R004,8,1500,0,12000,4000,8000,Wire Transfer,Returned,Online
ORD-10309,20240219,C011,P025,R004,8,1800,0.05,13680.0,7200,6480.0,Purchase Order,Completed,Direct Sales
ORD-10629,20240220,C008,P021,R003,16,349,0.1,5025.6,1280,3745.6,Purchase Order,Completed,Online
ORD-11068,20240220,C003,P017,R002,3,2400,0,7200,3600,3600,Check,Completed,Direct Sales
ORD-11427,20240220,C055,P014,R002,4,1650,0,6600,3800,2800,Purchase Order,Completed,Direct Sales
ORD-10161,20240221,C058,P010,R001,3,1850,0.1,4995.0,3300,1695.0,Credit Card,Completed,Online
ORD-10534,20240221,C043,P003,R002,5,1150,0,5750,3400,2350,Credit Card,Completed,Online
ORD-10982,20240221,C017,P008,R004,8,2200,0,17600,6400,11200,Check,Completed,Online
ORD-11026,20240221,C003,P016,R002,7,2000,0,14000,5600,8400,ACH,Completed,Online
ORD-10285,20240222,C054,P023,R001,4,699,0,2796,800,1996,Purchase Order,Completed,Direct Sales
ORD-10408,20240222,C006,P016,R003,2,2000,0,4000,1600,2400,Purchase Order,Completed,Partner
ORD-10867,20240222,C013,P003,R001,1,1150,0,1150,680,470,ACH,Completed,Online
ORD-10625,20240223,C039,P008,R003,1,2200,0.05,2090.0,800,1290.0,Check,Completed,Partner
ORD-11279,20240226,C043,P018,R002,8,1800,0,14400,4800,9600,ACH,Completed,Direct Sales
ORD-11069,20240227,C032,P001,R004,2,6800,0,13600,8400,5200,ACH,Completed,Marketplace
ORD-11120,20240227,C055,P013,R002,4,7500,0,30000,12800,17200,ACH,Completed,Direct Sales
ORD-10054,20240228,C045,P010,R002,1,1850,0.1,1665.0,1100,565.0,Purchase Order,Completed,Online
ORD-10059,20240228,C021,P024,R002,4,6200,0,24800,11200,13600,Credit Card,Completed,Online
ORD-10061,20240228,C048,P028,R002,12,850,0,10200,4800,5400,Purchase Order,Cancelled,Direct Sales
ORD-10123,20240228,C055,P026,R002,5,599,0.1,2695.5,750,1945.5,ACH,Completed,Partner
ORD-10212,20240228,C037,P022,R003,4,2800,0,11200,6000,5200,ACH,Completed,Partner
ORD-10529,20240228,C041,P005,R004,5,3200,0.1,14400.0,9000,5400.0,Check,Cancelled,Direct Sales
ORD-11011,20240228,C037,P002,R003,19,299,0,5681,950,4731,Wire Transfer,Completed,Online
ORD-11149,20240228,C029,P017,R004,6,2400,0,14400,7200,7200,ACH,Completed,Online
ORD-11398,20240228,C011,P003,R004,5,1150,0.05,5462.5,3400,2062.5,Check,Completed,Direct Sales
ORD-11254,20240229,C054,P008,R001,8,2200,0.1,15840.0,6400,9440.0,Purchase Order,Completed,Direct Sales
ORD-10174,20240301,C030,P003,R002,1,1150,0,1150,680,470,Purchase Order,Completed,Online
ORD-10188,20240305,C038,P011,R004,69,149,0.05,9766.95,2070,7696.95,ACH,Completed,Online
ORD-11378,20240305,C031,P014,R001,6,1650,0,9900,5700,4200,Wire Transfer,Completed,Direct Sales
ORD-10665,20240306,C015,P007,R001,12,450,0,5400,2640,2760,Check,Shipped,Online
ORD-10337,20240307,C014,P017,R001,4,2400,0.1,8640.0,4800,3840.0,Purchase Order,Completed,Direct Sales
ORD-10875,20240307,C008,P030,R003,1,8000,0.08,7360.0,3500,3860.0,Purchase Order,Completed,Marketplace
ORD-10053,20240308,C013,P013,R001,4,7500,0,30000,12800,17200,Credit Card,Completed,Direct Sales
ORD-11223,20240308,C033,P018,R001,7,1800,0.1,11340.0,4200,7140.0,Check,Completed,Partner
ORD-10886,20240311,C031,P028,R001,18,850,0,15300,7200,8100,Wire Transfer,Cancelled,Online
ORD-11325,20240312,C008,P009,R003,6,3800,0.05,21660.0,9000,12660.0,Check,Completed,Direct Sales
ORD-10680,20240313,C011,P012,R004,8,1200,0.05,9120.0,3200,5920.0,Credit Card,Completed,Marketplace
ORD-11070,20240313,C057,P010,R001,4,1850,0,7400,4400,3000,Purchase Order,Completed,Online
ORD-10006,20240314,C043,P019,R002,6,1200,0,7200,3000,4200,ACH,Completed,Online
ORD-10824,20240315,C053,P026,R004,5,599,0,2995,750,2245,ACH,Completed,Online
ORD-11357,20240315,C022,P016,R001,3,2000,0,6000,2400,3600,Wire Transfer,Completed,Direct Sales
ORD-11480,20240315,C056,P019,R001,2,1200,0,2400,1000,1400,Purchase Order,Completed,Partner
ORD-10224,20240318,C047,P001,R003,4,6800,0.05,25840.0,16800,9040.0,Wire Transfer,Completed,Online
ORD-10743,20240318,C046,P028,R003,12,850,0.1,9180.0,4800,4380.0,Wire Transfer,Completed,Direct Sales
ORD-10058,20240319,C051,P015,R004,9,199,0.1,1611.9,540,1071.9,Check,Completed,Direct Sales
ORD-10346,20240319,C043,P024,R002,2,6200,0,12400,5600,6800,Wire Transfer,Completed,Partner
ORD-10953,20240320,C030,P016,R002,7,2000,0.08,12880.0,5600,7280.0,Wire Transfer,Completed,Direct Sales
ORD-10217,20240321,C045,P004,R002,22,499,0,10978,2640,8338,Check,Completed,Direct Sales
ORD-10695,20240322,C059,P020,R004,3,5800,0,17400,10500,6900,ACH,Completed,Online
ORD-10904,20240322,C045,P012,R002,3,1200,0,3600,1200,2400,ACH,Completed,Marketplace
ORD-10085,20240325,C028,P011,R001,90,149,0.05,12739.5,2700,10039.5,Check,Cancelled,Online
ORD-10331,20240325,C024,P029,R002,5,1500,0,7500,2500,5000,Purchase Order,Completed,Partner
ORD-10801,20240325,C036,P001,R002,1,6800,0.15,5780.0,4200,1580.0,Wire Transfer,Completed,Direct Sales
ORD-11297,20240325,C055,P003,R002,2,1150,0,2300,1360,940,Credit Card,Cancelled,Direct Sales
ORD-11466,20240325,C032,P020,R004,1,5800,0.08,5336.0,3500,1836.0,Check,Completed,Online
ORD-10282,20240326,C012,P013,R001,3,7500,0,22500,9600,12900,Purchase Order,Cancelled,Partner
ORD-11402,20240326,C024,P003,R002,7,1150,0.1,7245.0,4760,2485.0,Purchase Order,Completed,Partner
ORD-11028,20240328,C036,P003,R002,5,1150,0.12,5060.0,3400,1660.0,Purchase Order,Shipped,Direct Sales
ORD-10365,20240401,C029,P009,R004,4,3800,0,15200,6000,9200,Credit Card,Completed,Partner
ORD-10536,20240401,C032,P015,R004,47,199,0.1,8417.7,2820,5597.7,Check,Completed,Direct Sales
ORD-11197,20240401,C055,P022,R002,8,2800,0,22400,12000,10400,Check,Completed,Marketplace
ORD-11368,20240402,C032,P014,R004,8,1650,0.12,11616.0,7600,4016.0,Purchase Order,Completed,Online
ORD-10876,20240403,C010,P001,R002,3,6800,0.1,18360.0,12600,5760.0,Check,Completed,Direct Sales
ORD-10425,20240404,C018,P024,R002,4,6200,0.1,22320.0,11200,11120.0,Wire Transfer,Completed,Direct Sales
ORD-10518,20240404,C025,P030,R001,1,8000,0.08,7360.0,3500,3860.0,Check,Completed,Direct Sales
ORD-11097,20240405,C022,P007,R001,16,450,0.05,6840.0,3520,3320.0,Check,Completed,Online
ORD-11145,20240405,C046,P012,R003,8,1200,0.1,8640.0,3200,5440.0,Purchase Order,Completed,Online
ORD-11205,20240405,C012,P015,R001,85,199,0,16915,5100,11815,Wire Transfer,Completed,Direct Sales
ORD-10637,20240408,C011,P021,R004,25,349,0,8725,2000,6725,ACH,Completed,Direct Sales
ORD-10214,20240409,C060,P008,R004,1,2200,0,2200,800,1400,Purchase Order,Completed,Partner
ORD-10082,20240410,C025,P020,R001,3,5800,0.08,16008.0,10500,5508.0,ACH,Completed,Direct Sales
ORD-10439,20240410,C056,P009,R001,5,3800,0.1,17100.0,7500,9600.0,Check,Completed,Online
ORD-11345,20240410,C004,P021,R003,2,349,0.15,593.3,160,433.3,Check,Completed,Marketplace
ORD-10283,20240411,C025,P009,R001,7,3800,0.05,25270.0,10500,14770.0,Wire Transfer,Cancelled,Direct Sales
ORD-10840,20240411,C027,P007,R002,25,450,0.1,10125.0,5500,4625.0,Check,Completed,Direct Sales
ORD-10939,20240411,C003,P015,R002,89,199,0,17711,5340,12371,ACH,Completed,Online
ORD-10673,20240412,C033,P023,R001,9,699,0,6291,1800,4491,Wire Transfer,Completed,Marketplace
ORD-10065,20240415,C059,P020,R004,2,5800,0.1,10440.0,7000,3440.0,Wire Transfer,Completed,Online
ORD-11061,20240415,C034,P019,R002,4,1200,0,4800,2000,2800,Purchase Order,Completed,Partner
ORD-11164,20240416,C037,P015,R003,86,199,0,17114,5160,11954,Wire Transfer,Completed,Online
ORD-11202,20240416,C009,P009,R002,6,3800,0.1,20520.0,9000,11520.0,Wire Transfer,Completed,Marketplace
ORD-11458,20240416,C014,P015,R001,77,199,0,15323,4620,10703,Credit Card,Completed,Direct Sales
ORD-10215,20240417,C020,P019,R001,1,1200,0,1200,500,700,Check,Completed,Direct Sales
ORD-10959,20240417,C054,P019,R001,7,1200,0.1,7560.0,3500,4060.0,Credit Card,Cancelled,Direct Sales
ORD-11471,20240417,C045,P020,R002,4,5800,0,23200,14000,9200,Credit Card,Shipped,Online
ORD-10535,20240418,C023,P005,R004,4,3200,0,12800,7200,5600,Check,Completed,Marketplace
ORD-10760,20240418,C051,P028,R004,12,850,0.08,9384.0,4800,4584.0,Purchase Order,Completed,Online
ORD-10042,20240419,C056,P004,R001,16,499,0,7984,1920,6064,ACH,Shipped,Direct Sales
ORD-10374,20240419,C008,P002,R003,16,299,0,4784,800,3984,Credit Card,Shipped,Online
ORD-10244,20240422,C020,P030,R001,1,8000,0,8000,3500,4500,Credit Card,Cancelled,Direct Sales
ORD-10073,20240423,C016,P005,R003,4,3200,0,12800,7200,5600,ACH,Completed,Direct Sales
ORD-10815,20240423,C044,P010,R002,7,1850,0,12950,7700,5250,Wire Transfer,Completed,Partner
ORD-10117,20240424,C005,P011,R002,17,149,0.1,2279.7,510,1769.7,Purchase Order,Completed,Partner
ORD-10799,20240425,C018,P009,R002,2,3800,0.05,7220.0,3000,4220.0,ACH,Completed,Partner
ORD-11423,20240425,C008,P030,R003,2,8000,0.08,14720.0,7000,7720.0,Purchase Order,Completed,Online
ORD-10002,20240426,C002,P016,R002,6,2000,0,12000,4800,7200,Purchase Order,Completed,Partner
ORD-11150,20240426,C028,P015,R001,64,199,0.08,11717.12,3840,7877.12,Purchase Order,Completed,Online
ORD-11072,20240429,C051,P013,R004,4,7500,0.15,25500.0,12800,12700.0,ACH,Completed,Direct Sales
ORD-10044,20240430,C040,P023,R003,14,699,0.1,8807.4,2800,6007.4,Wire Transfer,Completed,Partner
ORD-10922,20240430,C013,P020,R001,4,5800,0,23200,14000,9200,Credit Card,Completed,Partner
ORD-10185,20240501,C036,P012,R002,3,1200,0,3600,1200,2400,ACH,Completed,Online
ORD-10588,20240501,C050,P015,R003,92,199,0,18308,5520,12788,ACH,Completed,Online
ORD-11031,20240501,C059,P020,R004,4,5800,0,23200,14000,9200,Check,Completed,Direct Sales
ORD-10003,20240502,C018,P029,R002,5,1500,0.1,6750.0,2500,4250.0,Wire Transfer,Completed,Direct Sales
ORD-10037,20240502,C060,P026,R004,18,599,0,10782,2700,8082,Wire Transfer,Completed,Direct Sales
ORD-10175,20240502,C039,P005,R003,6,3200,0.1,17280.0,10800,6480.0,Check,Completed,Partner
ORD-10269,20240502,C039,P025,R003,7,1800,0,12600,6300,6300,Wire Transfer,Completed,Partner
ORD-10816,20240502,C006,P027,R003,8,4500,0,36000,16000,20000,Credit Card,Completed,Direct Sales
ORD-11250,20240502,C048,P019,R002,4,1200,0,4800,2000,2800,ACH,Completed,Partner
ORD-10487,20240503,C024,P027,R002,1,4500,0.15,3825.0,2000,1825.0,Credit Card,Completed,Direct Sales
ORD-10561,20240506,C060,P015,R004,81,199,0.05,15313.05,4860,10453.05,Wire Transfer,Completed,Direct Sales
ORD-10591,20240506,C005,P018,R002,3,1800,0.1,4860.0,1800,3060.0,Check,Completed,Partner
ORD-10868,20240507,C042,P021,R004,12,349,0,4188,960,3228,ACH,Completed,Online
ORD-11235,20240507,C021,P027,R002,4,4500,0,18000,8000,10000,Purchase Order,Completed,Direct Sales
ORD-10200,20240509,C050,P026,R003,6,599,0,3594,900,2694,Wire Transfer,Completed,Partner
ORD-11292,20240509,C052,P024,R001,4,6200,0.1,22320.0,11200,11120.0,ACH,Completed,Direct Sales
ORD-10168,20240510,C034,P029,R002,5,1500,0,7500,2500,5000,Check,Completed,Marketplace
ORD-10201,20240510,C060,P015,R004,88,199,0,17512,5280,12232,Purchase Order,Completed,Partner
ORD-10598,20240513,C026,P028,R001,23,850,0.15,16617.5,9200,7417.5,Credit Card,Completed,Direct Sales
ORD-10622,20240513,C031,P018,R001,4,1800,0,7200,2400,4800,Purchase Order,Completed,Online
ORD-10646,20240514,C021,P024,R002,4,6200,0,24800,11200,13600,ACH,Shipped,Online
ORD-10436,20240515,C030,P009,R002,4,3800,0.08,13984.0,6000,7984.0,Check,Completed,Partner
ORD-10515,20240515,C015,P029,R001,4,1500,0.12,5280.0,2000,3280.0,Check,Completed,Direct Sales
ORD-10119,20240516,C020,P021,R001,24,349,0.1,7538.4,1920,5618.4,Purchase Order,Completed,Partner
ORD-10398,20240516,C017,P026,R004,5,599,0.1,2695.5,750,1945.5,Wire Transfer,Completed,Online
ORD-10107,20240517,C047,P027,R003,3,4500,0,13500,6000,7500,Wire Transfer,Completed,Direct Sales
ORD-10761,20240517,C031,P015,R001,26,199,0,5174,1560,3614,Check,Completed,Direct Sales
ORD-11093,20240517,C054,P021,R001,8,349,0.05,2652.4,640,2012.4,ACH,Completed,Direct Sales
ORD-10089,20240520,C007,P019,R002,4,1200,0,4800,2000,2800,Purchase Order,Completed,Direct Sales
ORD-11280,20240520,C039,P018,R003,4,1800,0.1,6480.0,2400,4080.0,Wire Transfer,Completed,Direct Sales
ORD-10139,20240521,C016,P019,R003,7,1200,0.05,7980.0,3500,4480.0,Wire Transfer,Completed,Direct Sales
ORD-10152,20240521,C040,P014,R003,5,1650,0.1,7425.0,4750,2675.0,Wire Transfer,Completed,Online
ORD-11303,20240521,C004,P014,R003,8,1650,0.08,12144.0,7600,4544.0,Credit Card,Completed,Direct Sales
ORD-10088,20240522,C056,P022,R001,7,2800,0.1,17640.0,10500,7140.0,Wire Transfer,Cancelled,Online
ORD-10741,20240522,C005,P005,R002,5,3200,0,16000,9000,7000,Check,Returned,Online
ORD-11236,20240524,C056,P011,R001,17,149,0,2533,510,2023,Purchase Order,Completed,Online
ORD-10896,20240527,C011,P002,R004,10,299,0,2990,500,2490,Purchase Order,Completed,Marketplace
ORD-10367,20240528,C050,P007,R003,16,450,0,7200,3520,3680,Purchase Order,Completed,Direct Sales
ORD-11438,20240528,C012,P008,R001,4,2200,0,8800,3200,5600,Credit Card,Completed,Direct Sales
ORD-10071,20240529,C004,P013,R003,3,7500,0,22500,9600,12900,Wire Transfer,Cancelled,Partner
ORD-10458,20240529,C049,P007,R001,7,450,0,3150,1540,1610,Wire Transfer,Completed,Partner
ORD-10505,20240529,C053,P015,R004,18,199,0.05,3402.9,1080,2322.9,ACH,Completed,Partner
ORD-10818,20240529,C032,P003,R004,8,1150,0.12,8096.0,5440,2656.0,Credit Card,Completed,Direct Sales
ORD-11282,20240529,C018,P005,R002,7,3200,0,22400,12600,9800,ACH,Completed,Direct Sales
ORD-10471,20240530,C052,P022,R001,6,2800,0.1,15120.0,9000,6120.0,Wire Transfer,Completed,Partner
ORD-10776,20240530,C054,P014,R001,3,1650,0,4950,2850,2100,Credit Card,Completed,Direct Sales
ORD-10429,20240531,C046,P007,R003,10,450,0,4500,2200,2300,Purchase Order,Completed,Online
ORD-10917,20240531,C046,P010,R003,1,1850,0,1850,1100,750,Check,Completed,Direct Sales
ORD-11219,20240603,C041,P023,R004,23,699,0,16077,4600,11477,Credit Card,Completed,Online
ORD-10153,20240605,C033,P026,R001,25,599,0.12,13178.0,3750,9428.0,Credit Card,Cancelled,Direct Sales
ORD-10857,20240605,C057,P002,R001,5,299,0,1495,250,1245,Check,Completed,Direct Sales
ORD-11421,20240605,C002,P010,R002,5,1850,0.1,8325.0,5500,2825.0,Wire Transfer,Completed,Online
ORD-11448,20240606,C008,P029,R003,4,1500,0,6000,2000,4000,Check,Completed,Direct Sales
ORD-10060,20240607,C034,P017,R002,5,2400,0,12000,6000,6000,Check,Shipped,Marketplace
ORD-10300,20240607,C021,P007,R002,16,450,0,7200,3520,3680,Check,Completed,Online
ORD-10340,20240607,C035,P022,R003,3,2800,0,8400,4500,3900,Wire Transfer,Completed,Direct Sales
ORD-10155,20240610,C024,P013,R002,1,7500,0.1,6750.0,3200,3550.0,Credit Card,Completed,Marketplace
ORD-10858,20240610,C012,P021,R001,19,349,0.1,5967.9,1520,4447.9,Wire Transfer,Completed,Partner
ORD-10863,20240611,C052,P022,R001,2,2800,0.05,5320.0,3000,2320.0,Purchase Order,Completed,Direct Sales
ORD-11006,20240611,C033,P007,R001,17,450,0.08,7038.0,3740,3298.0,Purchase Order,Completed,Online
ORD-10163,20240612,C030,P026,R002,19,599,0,11381,2850,8531,ACH,Shipped,Direct Sales
ORD-10656,20240612,C051,P023,R004,3,699,0.15,1782.45,600,1182.45,ACH,Completed,Direct Sales
ORD-11344,20240612,C021,P003,R002,5,1150,0.1,5175.0,3400,1775.0,Credit Card,Completed,Online
ORD-11349,20240612,C010,P029,R002,8,1500,0,12000,4000,8000,Purchase Order,Completed,Direct Sales
ORD-10883,20240613,C025,P012,R001,1,1200,0.05,1140.0,400,740.0,Check,Completed,Marketplace
ORD-11063,20240613,C044,P017,R002,7,2400,0.1,15120.0,8400,6720.0,ACH,Completed,Direct Sales
ORD-10573,20240614,C036,P018,R002,8,1800,0.05,13680.0,4800,8880.0,Check,Completed,Partner
ORD-10064,20240617,C007,P022,R002,4,2800,0,11200,6000,5200,Wire Transfer,Completed,Marketplace
ORD-10156,20240617,C029,P025,R004,2,1800,0.05,3420.0,1800,1620.0,Credit Card,Completed,Direct Sales
ORD-10662,20240617,C027,P025,R002,7,1800,0.1,11340.0,6300,5040.0,Check,Completed,Online
ORD-11457,20240617,C024,P005,R002,6,3200,0,19200,10800,8400,Wire Transfer,Completed,Direct Sales
ORD-10602,20240618,C024,P028,R002,14,850,0.05,11305.0,5600,5705.0,Purchase Order,Completed,Direct Sales
ORD-11139,20240618,C043,P006,R002,4,5500,0.1,19800.0,9600,10200.0,Wire Transfer,Completed,Partner
ORD-10141,20240619,C017,P024,R004,1,6200,0,6200,2800,3400,Wire Transfer,Completed,Partner
ORD-10454,20240619,C001,P029,R002,6,1500,0.15,7650.0,3000,4650.0,ACH,Completed,Online
ORD-11090,20240619,C035,P006,R003,2,5500,0.05,10450.0,4800,5650.0,Purchase Order,Cancelled,Online
ORD-11431,20240620,C054,P027,R001,6,4500,0,27000,12000,15000,Credit Card,Cancelled,Marketplace
ORD-10402,20240621,C011,P024,R004,1,6200,0.05,5890.0,2800,3090.0,Wire Transfer,Completed,Marketplace
ORD-10887,20240621,C006,P001,R003,4,6800,0.1,24480.0,16800,7680.0,Check,Completed,Online
ORD-10094,20240624,C027,P015,R002,48,199,0,9552,2880,6672,Check,Completed,Direct Sales
ORD-10551,20240624,C042,P013,R004,3,7500,0.05,21375.0,9600,11775.0,Wire Transfer,Completed,Direct Sales
ORD-10685,20240624,C038,P029,R004,1,1500,0,1500,500,1000,Credit Card,Completed,Direct Sales
ORD-11257,20240624,C004,P026,R003,12,599,0,7188,1800,5388,Credit Card,Completed,Marketplace
ORD-11500,20240625,C041,P004,R004,10,499,0.1,4491.0,1200,3291.0,ACH,Shipped,Online
ORD-11439,20240626,C050,P009,R003,1,3800,0,3800,1500,2300,Wire Transfer,Cancelled,Online
ORD-10727,20240627,C053,P003,R004,7,1150,0.05,7647.5,4760,2887.5,Wire Transfer,Completed,Direct Sales
ORD-11138,20240627,C042,P026,R004,5,599,0,2995,750,2245,Credit Card,Completed,Direct Sales
ORD-11286,20240627,C002,P020,R002,2,5800,0,11600,7000,4600,Check,Completed,Direct Sales
ORD-11251,20240628,C037,P024,R003,1,6200,0,6200,2800,3400,Wire Transfer,Completed,Direct Sales
ORD-10041,20240701,C025,P022,R001,3,2800,0.08,7728.0,4500,3228.0,Wire Transfer,Completed,Marketplace
ORD-10670,20240701,C006,P025,R003,1,1800,0,1800,900,900,Check,Completed,Online
ORD-10036,20240703,C013,P030,R001,2,8000,0,16000,7000,9000,Check,Completed,Partner
ORD-10352,20240703,C059,P005,R004,3,3200,0,9600,5400,4200,ACH,Completed,Partner
ORD-10755,20240703,C004,P003,R003,7,1150,0.08,7406.0,4760,2646.0,Credit Card,Completed,Partner
ORD-10335,20240704,C023,P014,R004,6,1650,0.15,8415.0,5700,2715.0,Credit Card,Completed,Online
ORD-10817,20240704,C043,P007,R002,11,450,0.1,4455.0,2420,2035.0,Purchase Order,Shipped,Online
ORD-10148,20240708,C022,P006,R001,4,5500,0.1,19800.0,9600,10200.0,Purchase Order,Completed,Partner
ORD-11166,20240708,C019,P007,R004,9,450,0,4050,1980,2070,ACH,Completed,Direct Sales
ORD-10843,20240709,C024,P005,R002,8,3200,0.12,22528.0,14400,8128.0,Credit Card,Completed,Marketplace
ORD-10549,20240710,C031,P030,R001,4,8000,0,32000,14000,18000,Wire Transfer,Returned,Direct Sales
ORD-11252,20240710,C028,P011,R001,51,149,0.15,6459.15,1530,4929.15,Credit Card,Completed,Online
ORD-10267,20240711,C044,P029,R002,6,1500,0.1,8100.0,3000,5100.0,Credit Card,Completed,Online
ORD-11316,20240711,C009,P004,R002,5,499,0,2495,600,1895,Credit Card,Completed,Online
ORD-10394,20240715,C055,P025,R002,1,1800,0,1800,900,900,ACH,Completed,Partner
ORD-10934,20240715,C017,P016,R004,7,2000,0.05,13300.0,5600,7700.0,Check,Completed,Direct Sales
ORD-11163,20240715,C025,P007,R001,14,450,0,6300,3080,3220,ACH,Completed,Online
ORD-11435,20240716,C054,P025,R001,5,1800,0.05,8550.0,4500,4050.0,Credit Card,Cancelled,Direct Sales
ORD-10180,20240717,C033,P015,R001,35,199,0,6965,2100,4865,ACH,Completed,Direct Sales
ORD-10229,20240717,C034,P005,R002,4,3200,0,12800,7200,5600,Wire Transfer,Returned,Online
ORD-10975,20240717,C057,P013,R001,2,7500,0,15000,6400,8600,Wire Transfer,Shipped,Online
ORD-11014,20240717,C003,P003,R002,7,1150,0.1,7245.0,4760,2485.0,Check,Completed,Partner
